Dates,Portolfio,Benchmark 
11/4/2021,92.1716728,149.7397418
11/5/2021,93.66724425,150.0899473
11/6/2021,93.66724425,150.0899473
11/7/2021,93.66724425,150.0899473
11/8/2021,93.47969695,150.1737033
11/9/2021,94.78154585,149.8436089
11/10/2021,92.95323656,149.0366306
11/11/2021,92.80479362,149.0695486
11/12/2021,92.36554689,149.826412
11/13/2021,92.36554689,149.826412
11/14/2021,92.36554689,149.826412
11/15/2021,91.10985152,149.859072
11/16/2021,90.8555496,150.2555272
11/17/2021,91.6480385,150.0139476
11/18/2021,92.02409577,150.3539094
11/19/2021,93.07986183,150.1729014
11/20/2021,93.07986183,150.1729014
11/21/2021,93.07986183,150.1729014
11/22/2021,91.90700916,149.8892728
11/23/2021,90.46114075,150.0244961
11/24/2021,92.06666521,150.289921
11/25/2021,92.06666521,150.289921
11/26/2021,94.59356464,148.0606808
11/27/2021,94.59356464,148.0606808
11/28/2021,94.59356464,148.0606808
11/29/2021,93.7897729,149.2862176
11/30/2021,95.30995084,147.3434677
12/1/2021,95.92683877,146.2332074
12/2/2021,96.05155142,147.762437
12/3/2021,97.24477562,146.8901777
12/4/2021,97.24477562,146.8901777
12/5/2021,97.24477562,146.8901777
12/6/2021,95.87125553,148.077849
12/7/2021,95.06328005,150.1449465
12/8/2021,93.33479955,150.410322
12/9/2021,93.89415266,149.7370307
12/10/2021,93.65290131,150.6766782
12/11/2021,93.65290131,150.6766782
12/12/2021,93.65290131,150.6766782
12/13/2021,95.13081063,149.7920914
12/14/2021,94.89244384,149.1005349
12/15/2021,93.93026919,150.6626673
12/16/2021,93.9692178,149.7824264
12/17/2021,95.10236915,148.7167568
12/18/2021,95.10236915,148.7167568
12/19/2021,95.10236915,148.7167568
12/20/2021,94.35318126,147.6537814
12/21/2021,93.97241826,149.4301161
12/22/2021,94.4351201,150.4294592
12/23/2021,93.56738405,151.0519333
12/24/2021,93.56738405,151.0519333
12/25/2021,93.56738405,151.0519333
12/26/2021,93.56738405,151.0519333
12/27/2021,93.80980415,152.4692271
12/28/2021,93.41349541,152.3872897
12/29/2021,92.32102591,152.5148524
12/30/2021,93.1596337,152.2373021
12/31/2021,93.35574695,151.9863553
1/1/2022,93.35574695,151.9863553
1/2/2022,93.35574695,151.9863553
1/3/2022,90.73073092,152.567272
1/4/2022,90.31494428,152.5308902
1/5/2022,89.77211797,150.6110503
1/6/2022,90.03100261,150.5182816
1/7/2022,89.31221561,150.1236486
1/8/2022,89.31221561,150.1236486
1/9/2022,89.31221561,150.1236486
1/10/2022,89.55823717,149.997798
1/11/2022,90.2243807,150.9078647
1/12/2022,89.84126936,151.1807349
1/13/2022,90.729296,149.8016473
1/14/2022,89.21832962,149.8437387
1/15/2022,89.21832962,149.8437387
1/16/2022,89.21832962,149.8437387
1/17/2022,89.21832962,149.8437387
1/18/2022,87.81088696,148.0719656
1/19/2022,88.50325663,147.0344632
1/20/2022,89.11994301,145.9283749
1/21/2022,90.31060983,143.9637766
1/22/2022,90.31060983,143.9637766
1/23/2022,90.31060983,143.9637766
1/24/2022,89.48907546,144.3854035
1/25/2022,89.32760547,143.1653492
1/26/2022,88.11821657,142.9153242
1/27/2022,89.95453646,142.4240469
1/28/2022,89.98944883,144.9076741
1/29/2022,89.98944883,144.9076741
1/30/2022,89.98944883,144.9076741
1/31/2022,89.47243925,146.7068188
2/1/2022,89.14049847,147.3828533
2/2/2022,89.47920457,148.3517247
2/3/2022,88.69859118,146.0050429
2/4/2022,87.22437755,146.4720371
2/5/2022,87.22437755,146.4720371
2/6/2022,87.22437755,146.4720371
2/7/2022,87.2891349,146.1524709
2/8/2022,86.6205435,146.9733773
2/9/2022,86.80869569,148.4380141
2/10/2022,85.21944214,146.6431423
2/11/2022,86.70220393,144.6704123
2/12/2022,86.70220393,144.6704123
2/13/2022,86.70220393,144.6704123
2/14/2022,85.45812273,144.3448722
2/15/2022,84.32283699,145.9580947
2/16/2022,84.91550599,146.0701041
2/17/2022,85.65933809,143.9297139
2/18/2022,86.71207664,143.2834943
2/19/2022,86.71207664,143.2834943
2/20/2022,86.71207664,143.2834943
2/21/2022,86.71207664,143.2834943
2/22/2022,86.97249654,142.2127984
2/23/2022,85.59432976,140.4376505
2/24/2022,85.66017945,141.9411001
2/25/2022,85.73330036,144.1476539
2/26/2022,85.73330036,144.1476539
2/27/2022,85.73330036,144.1476539
2/28/2022,87.92517666,143.8945396
3/1/2022,89.0813395,142.372
3/2/2022,85.66306756,144.2111269
3/3/2022,86.68162694,143.7100354
3/4/2022,88.40800618,142.8972705
3/5/2022,88.40800618,142.8972705
3/6/2022,88.40800618,142.8972705
3/7/2022,87.64500879,139.9513626
3/8/2022,86.63906535,139.1951211
